arm,seed,split_id,candidate_id,selection_score,is_score,oos_score,dsr,leakage_audit_pass,pi_invariance_pass,constraint_violations,candidate_values,is_cumulative_return,is_annualized_return,is_sharpe,is_max_drawdown,is_calmar,is_sortino,is_turnover,is_cost_paid,is_leakage_violations,is_pi_invariance_pass,is_constraint_violations,is_n_days,oos_cumulative_return,oos_annualized_return,oos_sharpe,oos_max_drawdown,oos_calmar,oos_sortino,oos_turnover,oos_cost_paid,oos_leakage_violations,oos_pi_invariance_pass,oos_constraint_violations,oos_n_days,chosen,effective_start_date,effective_end_date
SHARP-style Policy Baseline,0,1,SHARP-style Policy Baseline-0-0,8.944568263230245,0.3207076825749761,-0.1328294930676892,8.944568263230245,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 6, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.2636584532444892,0.0431476012315501,0.3207076825749761,-0.2094671147244491,0.2059874710563048,0.4162447825398054,0.1781279847182426,0.1243333333333333,0.0,True,0.0,1396.0,-0.0600172069744197,-0.0220665046189509,-0.1328294930676892,-0.1825606122299985,-0.1208722097795693,-0.1799080054980402,0.1707200762994754,0.0596666666666666,0,True,0,699,True,2007-05-10,2024-12-30
Equal Weight Buy Hold,0,1,Equal Weight Buy Hold-0-1,,,-0.1086778987163212,-4.0478038641900325,True,True,0,,,,,,,,,,,,,,-0.0525665361056634,-0.0192790305101405,-0.1086778987163212,-0.1825606122299984,-0.1056034501344241,-0.1464959750594676,0.1692894611349547,0.0591666666666666,0,False,1,699,True,2007-05-10,2024-12-30
60/40 Proxy,0,1,60/40 Proxy-0-1,,,-0.1086778987163212,-4.0478038641900325,True,True,0,,,,,,,,,,,,,,-0.0525665361056634,-0.0192790305101405,-0.1086778987163212,-0.1825606122299984,-0.1056034501344241,-0.1464959750594676,0.1692894611349547,0.0591666666666666,0,False,1,699,True,2007-05-10,2024-12-30
MetaHarness Unconstrained,0,2,MetaHarness Unconstrained-0-59,823.9229613539565,22.185692562356127,22.9350184900944,825.5951676576814,False,True,2,"{'missing_policy': 'ffill_one', 'data_sanitizer': 'raw', 'control_flow': 'skip_errors', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': True, 'allow_weight_change': True, 'rebalance': 'D', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 3, 'threshold': -999.0, 'policy_risk_rule': 'none'}",107613.44142118904,7.097145329011996,22.185692562356127,-0.0042250686666067,1679.7704106219524,183.44809545480564,1.0222063037249285,0.7135,1.0,False,2.0,1396.0,263.2391067436767,6.46734701340381,22.9350184900944,-0.0024941601162943,2592.9959232178708,183.64916517793245,0.9982832618025752,0.3489,1,False,2,699,True,2007-05-10,2024-12-30
Constrained Safe Search,0,2,Constrained Safe Search-0-0,10.731105188663566,0.3685403822518456,0.0301460103090602,10.731105188663566,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'minimal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 6, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.2573369949579391,0.0422036698187342,0.3685403822518456,-0.209467114724448,0.201481124491798,0.4628370383208212,0.1750238777459407,0.1221666666666666,0.0,True,0.0,1396.0,-0.0085732742363342,-0.0030993066762564,0.0301460103090602,-0.1601729948114536,-0.0193497454418254,0.0372999883721464,0.1735813066285169,0.0606666666666666,0,True,0,699,True,2007-05-10,2024-12-30
Random Legal Patch,0,2,Random Legal Patch-0-0,1.0,0.3685403822518456,0.0301460103090602,10.731105188663566,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'strict', 'risk_floor': 0.05, 'audit_strictness': 'paranoid', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 6, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.2573369949579391,0.0422036698187342,0.3685403822518456,-0.209467114724448,0.201481124491798,0.4628370383208212,0.1750238777459407,0.1221666666666666,0.0,True,0.0,1396.0,-0.0085732742363342,-0.0030993066762564,0.0301460103090602,-0.1601729948114536,-0.0193497454418254,0.0372999883721464,0.1735813066285169,0.0606666666666666,0,True,0,699,True,2007-05-10,2024-12-30
TASE Typed Harness,0,2,TASE Typed Harness-0-0,10.731105188663566,0.3685403822518456,0.0301460103090602,10.731105188663566,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'minimal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 6, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.2573369949579391,0.0422036698187342,0.3685403822518456,-0.209467114724448,0.201481124491798,0.4628370383208212,0.1750238777459407,0.1221666666666666,0.0,True,0.0,1396.0,-0.0085732742363342,-0.0030993066762564,0.0301460103090602,-0.1601729948114536,-0.0193497454418254,0.0372999883721464,0.1735813066285169,0.0606666666666666,0,True,0,699,True,2007-05-10,2024-12-30
Lightweight Strategy Evolution,0,2,Lightweight Strategy Evolution-0-29,16.911084135329165,0.5473899891392977,0.659695704670625,17.411084135329165,True,True,1,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': True, 'rebalance': 'M', 'momentum_window': 10, 'volatility_penalty': 0.5, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.4377035949261516,0.0677308819742941,0.5473899891392977,-0.2172909544736565,0.3117059434819019,0.6829509787592607,0.0444126074498567,0.031,0.0,False,1.0,1396.0,0.1874820663803216,0.063908248433945,0.659695704670625,-0.0846698777652196,0.7547932053375073,0.8409987897882367,0.0503576537911301,0.0175999999999999,0,False,1,699,True,2007-05-10,2024-12-30
SHARP-style Policy Baseline,0,2,SHARP-style Policy Baseline-0-0,10.731105188663566,0.3685403822518456,0.0301460103090602,10.731105188663566,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 6, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.2573369949579391,0.0422036698187342,0.3685403822518456,-0.209467114724448,0.201481124491798,0.4628370383208212,0.1750238777459407,0.1221666666666666,0.0,True,0.0,1396.0,-0.0085732742363342,-0.0030993066762564,0.0301460103090602,-0.1601729948114536,-0.0193497454418254,0.0372999883721464,0.1735813066285169,0.0606666666666666,0,True,0,699,True,2007-05-10,2024-12-30
Equal Weight Buy Hold,0,2,Equal Weight Buy Hold-0-2,,,0.0235962979759078,-0.553160641888076,True,True,0,,,,,,,,,,,,,,-0.0106266003893763,-0.0038441422418915,0.0235962979759078,-0.1601729948114534,-0.0239999398551339,0.0291942401958688,0.17310443490701,0.0605,0,False,1,699,True,2007-05-10,2024-12-30
60/40 Proxy,0,2,60/40 Proxy-0-2,,,0.0235962979759078,-0.553160641888076,True,True,0,,,,,,,,,,,,,,-0.0106266003893763,-0.0038441422418915,0.0235962979759078,-0.1601729948114534,-0.0239999398551339,0.0291942401958688,0.17310443490701,0.0605,0,False,1,699,True,2007-05-10,2024-12-30
MetaHarness Unconstrained,0,3,MetaHarness Unconstrained-0-59,814.4254483881048,21.92343068007333,24.40896929342529,816.0932007145185,False,True,2,"{'missing_policy': 'ffill_one', 'data_sanitizer': 'raw', 'control_flow': 'skip_errors', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': True, 'allow_weight_change': True, 'rebalance': 'D', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 3, 'threshold': -999.0, 'policy_risk_rule': 'none'}",133774.49084926335,7.408709374171087,21.92343068007333,-0.0042250686666067,1753.5121814058375,172.77170422758508,1.0177523264137438,0.7109,1.0,False,2.0,1397.0,153.4406887573325,5.168960240807895,24.40896929342529,-0.0014202006426137,3639.598579039504,262.42668964518225,1.007163323782235,0.3515,1,False,2,698,True,2007-05-10,2024-12-30
Constrained Safe Search,0,3,Constrained Safe Search-0-0,-0.1689957029731081,0.076673868903183,0.3480669543432456,-0.1689957029731081,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'minimal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 6, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.0085673637366832,0.0015400391770667,0.076673868903183,-0.1825606122299987,0.0084357691303455,0.1012366294849334,0.1765688379861608,0.1233333333333333,0.0,True,0.0,1397.0,0.0898031783991368,0.0315346729789578,0.3480669543432456,-0.1719385477652485,0.1834066495781552,0.4122506484760152,0.1685768863419293,0.0588333333333333,0,True,0,698,True,2007-05-10,2024-12-30
Random Legal Patch,0,3,Random Legal Patch-0-0,1.0,0.076673868903183,0.3480669543432456,-0.1689957029731081,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'strict', 'risk_floor': 0.05, 'audit_strictness': 'paranoid', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 6, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.0085673637366832,0.0015400391770667,0.076673868903183,-0.1825606122299987,0.0084357691303455,0.1012366294849334,0.1765688379861608,0.1233333333333333,0.0,True,0.0,1397.0,0.0898031783991368,0.0315346729789578,0.3480669543432456,-0.1719385477652485,0.1834066495781552,0.4122506484760152,0.1685768863419293,0.0588333333333333,0,True,0,698,True,2007-05-10,2024-12-30
TASE Typed Harness,0,3,TASE Typed Harness-0-0,-0.1689957029731081,0.076673868903183,0.3480669543432456,-0.1689957029731081,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'minimal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 6, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.0085673637366832,0.0015400391770667,0.076673868903183,-0.1825606122299987,0.0084357691303455,0.1012366294849334,0.1765688379861608,0.1233333333333333,0.0,True,0.0,1397.0,0.0898031783991368,0.0315346729789578,0.3480669543432456,-0.1719385477652485,0.1834066495781552,0.4122506484760152,0.1685768863419293,0.0588333333333333,0,True,0,698,True,2007-05-10,2024-12-30
Lightweight Strategy Evolution,0,3,Lightweight Strategy Evolution-0-5,3.390377505359026,0.1853205019059598,0.1028612307000526,3.890377505359026,True,True,1,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': True, 'rebalance': 'M', 'momentum_window': 10, 'volatility_penalty': 0.0, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.0897212458033105,0.015619894040368,0.1853205019059598,-0.1594947941610238,0.0979335665626701,0.2417887040717382,0.0446671438797423,0.0312,0.0,False,1.0,1397.0,0.0146297784978755,0.0052573194784151,0.1028612307000526,-0.1978844449739307,0.0265676237417636,0.1288381024702853,0.0527220630372492,0.0184,0,False,1,698,True,2007-05-10,2024-12-30
SHARP-style Policy Baseline,0,3,SHARP-style Policy Baseline-0-0,-0.1689957029731081,0.076673868903183,0.3480669543432456,-0.1689957029731081,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 6, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.0085673637366832,0.0015400391770667,0.076673868903183,-0.1825606122299987,0.0084357691303455,0.1012366294849334,0.1765688379861608,0.1233333333333333,0.0,True,0.0,1397.0,0.0898031783991368,0.0315346729789578,0.3480669543432456,-0.1719385477652485,0.1834066495781552,0.4122506484760152,0.1685768863419293,0.0588333333333333,0,True,0,698,True,2007-05-10,2024-12-30
Equal Weight Buy Hold,0,3,Equal Weight Buy Hold-0-3,,,0.3474319872934512,7.995901363527823,True,True,0,,,,,,,,,,,,,,0.089538781985841,0.0314443142521077,0.3474319872934512,-0.1719385477652492,0.1828811203816795,0.4104974065203379,0.167621776504298,0.0584999999999999,0,False,1,698,True,2007-05-10,2024-12-30
60/40 Proxy,0,3,60/40 Proxy-0-3,,,0.3474319872934512,7.995901363527823,True,True,0,,,,,,,,,,,,,,0.089538781985841,0.0314443142521077,0.3474319872934512,-0.1719385477652492,0.1828811203816795,0.4104974065203379,0.167621776504298,0.0584999999999999,0,False,1,698,True,2007-05-10,2024-12-30
MetaHarness Unconstrained,0,4,MetaHarness Unconstrained-0-59,865.6020643681846,23.29288084848503,17.948687379044284,867.2600815478554,False,True,2,"{'missing_policy': 'ffill_one', 'data_sanitizer': 'raw', 'control_flow': 'skip_errors', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': True, 'allow_weight_change': True, 'rebalance': 'D', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 3, 'threshold': -999.0, 'policy_risk_rule': 'none'}",55099.61227827951,6.165406202944388,23.29288084848503,-0.0042250686666067,1459.2440240494225,166.5826672841798,1.008017179670723,0.7041,1.0,False,2.0,1397.0,1274.9319124723445,12.222135967032736,17.948687379044284,-0.0060823045205946,2009.4580805102123,90.3240864717988,1.0197707736389685,0.3559,1,False,2,698,True,2007-05-10,2024-12-30
