arm,seed,split_id,candidate_id,selection_score,is_score,oos_score,dsr,leakage_audit_pass,pi_invariance_pass,constraint_violations,candidate_values,is_cumulative_return,is_annualized_return,is_sharpe,is_max_drawdown,is_calmar,is_sortino,is_turnover,is_cost_paid,is_leakage_violations,is_pi_invariance_pass,is_constraint_violations,is_n_days,oos_cumulative_return,oos_annualized_return,oos_sharpe,oos_max_drawdown,oos_calmar,oos_sortino,oos_turnover,oos_cost_paid,oos_leakage_violations,oos_pi_invariance_pass,oos_constraint_violations,oos_n_days,chosen
Random Legal Patch,0,1,Random Legal Patch-0-0,1.0,0.8071340672093887,0.5211442984962157,30.006268043492188,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'settlement_lag', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",1.0868790689188712,0.1231737359269014,0.8071340672093887,-0.15720956398779173,0.7835002706099139,1.0551718157793972,0.1525689223057644,0.12175,0.0,True,0.0,1596.0,0.10215876749104669,0.047153603218244244,0.5211442984962157,-0.08348226150658644,0.5648338026219378,0.6840957334646117,0.16071428571428573,0.042749999999999996,0,True,0,532,True
TASE Typed Harness,0,1,TASE Typed Harness-0-0,30.006268043492188,0.8071340672093887,0.5211442984962157,30.006268043492188,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'strict', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",1.0868790689188712,0.1231737359269014,0.8071340672093887,-0.15720956398779173,0.7835002706099139,1.0551718157793972,0.1525689223057644,0.12175,0.0,True,0.0,1596.0,0.10215876749104669,0.047153603218244244,0.5211442984962157,-0.08348226150658644,0.5648338026219378,0.6840957334646117,0.16071428571428573,0.042749999999999996,0,True,0,532,True
Lightweight Strategy Evolution,0,1,Lightweight Strategy Evolution-0-8,37.349387768241094,1.0035191521264892,0.4359955683481537,37.849387768241094,True,True,1,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': True, 'rebalance': 'W-FRI', 'momentum_window': 10, 'volatility_penalty': 0.0, 'top_k': 6, 'threshold': -999.0, 'policy_risk_rule': 'none'}",1.4757072504835294,0.15388637578643372,1.0035191521264892,-0.11822279391104806,1.3016641774023652,1.3242744816837606,0.11570593149540517,0.09233333333333334,0.0,False,1.0,1596.0,0.08269674605616362,0.03835376331864082,0.4359955683481537,-0.09798408036552186,0.39142851752616487,0.565936783975707,0.12781954887218044,0.034,0,False,1,532,True
SHARP-style Policy Baseline,0,1,SHARP-style Policy Baseline-0-0,30.006268043492188,0.8071340672093887,0.5211442984962157,30.006268043492188,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",1.0868790689188712,0.1231737359269014,0.8071340672093887,-0.15720956398779173,0.7835002706099139,1.0551718157793972,0.1525689223057644,0.12175,0.0,True,0.0,1596.0,0.10215876749104669,0.047153603218244244,0.5211442984962157,-0.08348226150658644,0.5648338026219378,0.6840957334646117,0.16071428571428573,0.042749999999999996,0,True,0,532,True
Equal Weight Buy Hold,0,1,Equal Weight Buy Hold-0-1,,,0.5926935183050988,12.481392980109675,True,True,0,,,,,,,,,,,,,,0.11827071569680658,0.05437700233323928,0.5926935183050988,-0.08348226150658611,0.6513599578151025,0.7722295306729798,0.16071428571428573,0.042749999999999996,0,False,1,532,True
60/40 Proxy,0,1,60/40 Proxy-0-1,,,0.5926935183050988,12.481392980109675,True,True,0,,,,,,,,,,,,,,0.11827071569680658,0.05437700233323928,0.5926935183050988,-0.08348226150658611,0.6513599578151025,0.7722295306729798,0.16071428571428573,0.042749999999999996,0,False,1,532,True
MetaHarness Unconstrained,0,2,MetaHarness Unconstrained-0-9,141.66782238258378,3.640603686206573,4.113323778968105,143.16782238258378,False,True,3,"{'missing_policy': 'drop_missing', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'loose', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': True, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 2, 'threshold': -999.0, 'policy_risk_rule': 'none'}",10.97397257719011,0.4799537592260279,3.640603686206573,-0.08192615966502892,5.858370039416133,5.0751015974427025,0.23552631578947367,0.18795,1.0,False,3.0,1596.0,1.3389049890321036,0.4955310449574464,4.113323778968105,-0.04443095960261034,11.152832380607276,5.394233563267397,0.23947368421052628,0.0637,1,False,3,532,True
Constrained Safe Search,0,2,Constrained Safe Search-0-0,19.05005841833131,0.5327998439516076,0.2808121439903124,19.05005841833131,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'strict', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.39568368814343824,0.054049740568665516,0.5327998439516076,-0.12899586351341918,0.41900367264910654,0.688019729324622,0.1588345864661654,0.12675,0.0,True,0.0,1596.0,0.051703986046441885,0.02416661447223789,0.2808121439903124,-0.1421468585955049,0.17001159723836562,0.3228496786291481,0.15413533834586465,0.040999999999999995,0,True,0,532,True
Random Legal Patch,0,2,Random Legal Patch-0-0,1.0,0.5327998439516076,0.2808121439903124,19.05005841833131,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'settlement_lag', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.39568368814343824,0.054049740568665516,0.5327998439516076,-0.12899586351341918,0.41900367264910654,0.688019729324622,0.1588345864661654,0.12675,0.0,True,0.0,1596.0,0.051703986046441885,0.02416661447223789,0.2808121439903124,-0.1421468585955049,0.17001159723836562,0.3228496786291481,0.15413533834586465,0.040999999999999995,0,True,0,532,True
TASE Typed Harness,0,2,TASE Typed Harness-0-0,19.05005841833131,0.5327998439516076,0.2808121439903124,19.05005841833131,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'strict', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.39568368814343824,0.054049740568665516,0.5327998439516076,-0.12899586351341918,0.41900367264910654,0.688019729324622,0.1588345864661654,0.12675,0.0,True,0.0,1596.0,0.051703986046441885,0.02416661447223789,0.2808121439903124,-0.1421468585955049,0.17001159723836562,0.3228496786291481,0.15413533834586465,0.040999999999999995,0,True,0,532,True
Lightweight Strategy Evolution,0,2,Lightweight Strategy Evolution-0-8,20.37535583371996,0.5785037475639601,0.40866644392235896,20.87535583371996,True,True,1,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': True, 'rebalance': 'W-FRI', 'momentum_window': 10, 'volatility_penalty': 0.0, 'top_k': 6, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.4381032570595613,0.059044530351358704,0.5785037475639601,-0.1401521144839244,0.42128890148233317,0.7503918733588597,0.12009189640768587,0.09583333333333333,0.0,False,1.0,1596.0,0.08075988345969165,0.0374734630764868,0.40866644392235896,-0.12293512146401464,0.30482308578884,0.46887058607942533,0.12343358395989973,0.03283333333333334,0,False,1,532,True
SHARP-style Policy Baseline,0,2,SHARP-style Policy Baseline-0-4,19.06574541180519,0.545712210147478,0.2808121439903124,19.56574541180519,True,True,1,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'risk_off_on_high_vol'}",0.40268912010481506,0.054883346289047896,0.545712210147478,-0.12553181882998865,0.43720665246934715,0.7039758185425458,0.1588345864661654,0.12675,0.0,False,1.0,1596.0,0.051703986046441885,0.02416661447223789,0.2808121439903124,-0.1421468585955049,0.17001159723836562,0.3228496786291481,0.15413533834586465,0.040999999999999995,0,True,0,532,True
Equal Weight Buy Hold,0,2,Equal Weight Buy Hold-0-2,,,0.2696508181871963,5.037378792937813,True,True,0,,,,,,,,,,,,,,0.049098992715512546,0.022964195093531536,0.2696508181871963,-0.14214685859550502,0.1615526035568521,0.3092569183421907,0.15413533834586465,0.040999999999999995,0,False,1,532,True
60/40 Proxy,0,2,60/40 Proxy-0-2,,,0.2696508181871963,5.037378792937813,True,True,0,,,,,,,,,,,,,,0.049098992715512546,0.022964195093531536,0.2696508181871963,-0.14214685859550502,0.1615526035568521,0.3092569183421907,0.15413533834586465,0.040999999999999995,0,False,1,532,True
MetaHarness Unconstrained,0,3,MetaHarness Unconstrained-0-9,151.80142693528936,3.894340574133923,4.207902949503323,153.30142693528936,False,True,3,"{'missing_policy': 'drop_missing', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'loose', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': True, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 2, 'threshold': -999.0, 'policy_risk_rule': 'none'}",10.154877981974442,0.4634880573018705,3.894340574133923,-0.0819261596650287,5.657387813574236,5.19175788062005,0.2320175438596491,0.18514999999999998,1.0,False,3.0,1596.0,3.584210779886293,1.056982465482188,4.207902949503323,-0.08629770133828052,12.248095245769015,7.211708776808125,0.23157894736842102,0.061599999999999995,1,False,3,532,True
Constrained Safe Search,0,3,Constrained Safe Search-0-0,14.275473623253875,0.41324827858834934,1.3465586621015686,14.275473623253875,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'strict', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.26019996430943726,0.037191293651364976,0.41324827858834934,-0.14214685859550402,0.2616399266141876,0.519820381186953,0.15695488721804512,0.12525,0.0,True,0.0,1596.0,0.601589372512846,0.2499500648886106,1.3465586621015686,-0.14581176193785006,1.7141968629056676,1.6073244021382787,0.1513157894736842,0.04025,0,True,0,532,True
Random Legal Patch,0,3,Random Legal Patch-0-0,1.0,0.41324827858834934,1.3465586621015686,14.275473623253875,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'settlement_lag', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.26019996430943726,0.037191293651364976,0.41324827858834934,-0.14214685859550402,0.2616399266141876,0.519820381186953,0.15695488721804512,0.12525,0.0,True,0.0,1596.0,0.601589372512846,0.2499500648886106,1.3465586621015686,-0.14581176193785006,1.7141968629056676,1.6073244021382787,0.1513157894736842,0.04025,0,True,0,532,True
TASE Typed Harness,0,3,TASE Typed Harness-0-0,14.275473623253875,0.41324827858834934,1.3465586621015686,14.275473623253875,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'strict', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.26019996430943726,0.037191293651364976,0.41324827858834934,-0.14214685859550402,0.2616399266141876,0.519820381186953,0.15695488721804512,0.12525,0.0,True,0.0,1596.0,0.601589372512846,0.2499500648886106,1.3465586621015686,-0.14581176193785006,1.7141968629056676,1.6073244021382787,0.1513157894736842,0.04025,0,True,0,532,True
Lightweight Strategy Evolution,0,3,Lightweight Strategy Evolution-0-9,16.14673204517177,0.4726225840804976,1.8206285889926734,16.64673204517177,True,True,1,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': True, 'rebalance': 'M', 'momentum_window': 10, 'volatility_penalty': 0.0, 'top_k': 6, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.3438926329474048,0.047775141310610225,0.4726225840804976,-0.1858105886371605,0.2571174315792228,0.6020414070081942,0.04406850459482038,0.035166666666666666,0.0,False,1.0,1596.0,0.8940316950858762,0.35329961067254256,1.8206285889926734,-0.14302760418891947,2.4701498195123452,2.15315652811771,0.03195488721804511,0.0085,0,False,1,532,True
SHARP-style Policy Baseline,0,3,SHARP-style Policy Baseline-0-4,14.294959202589938,0.4262557581617136,1.3465586621015686,14.794959202589938,True,True,1,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'risk_off_on_high_vol'}",0.2665253553580609,0.03801156670133632,0.4262557581617136,-0.14214685859550447,0.26741052934207066,0.5356366093411198,0.15695488721804512,0.12525,0.0,False,1.0,1596.0,0.601589372512846,0.2499500648886106,1.3465586621015686,-0.14581176193785006,1.7141968629056676,1.6073244021382787,0.1513157894736842,0.04025,0,True,0,532,True
Equal Weight Buy Hold,0,3,Equal Weight Buy Hold-0-3,,,1.3754165375052738,30.518021752174587,True,True,0,,,,,,,,,,,,,,0.6185494928721036,0.2562025673286028,1.3754165375052738,-0.14581176193784995,1.7570775081766399,1.635094455027512,0.15319548872180452,0.04075,0,False,1,532,True
60/40 Proxy,0,3,60/40 Proxy-0-3,,,1.3754165375052738,30.518021752174587,True,True,0,,,,,,,,,,,,,,0.6185494928721036,0.2562025673286028,1.3754165375052738,-0.14581176193784995,1.7570775081766399,1.635094455027512,0.15319548872180452,0.04075,0,False,1,532,True
MetaHarness Unconstrained,0,4,MetaHarness Unconstrained-0-9,147.68910580555266,3.791371530868989,3.3192566897653557,149.18910580555266,False,True,3,"{'missing_policy': 'drop_missing', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'loose', 'execution_accounting': 'next_close', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': True, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 2, 'threshold': -999.0, 'policy_risk_rule': 'none'}",21.898617801096982,0.6394822782548908,3.791371530868989,-0.08629770133828085,7.410189012429957,5.519151165507084,0.23596491228070177,0.1883,1.0,False,3.0,1596.0,1.7224015430814048,0.6070521903521029,3.3192566897653557,-0.10419163703988599,5.826304371431605,5.212862303406333,0.2263157894736842,0.060200000000000004,1,False,3,532,True
Constrained Safe Search,0,4,Constrained Safe Search-0-0,30.170311220781233,0.8112415696360473,-0.23849353868610287,30.170311220781233,True,True,0,"{'missing_policy': 'strict', 'data_sanitizer': 'timestamp_guarded', 'control_flow': 'fail_closed', 'logging': 'normal', 'cost_accounting': 'strict', 'execution_accounting': 'strict', 'risk_floor': 0.0, 'audit_strictness': 'strict', 'failed_run_retention': 'keep', 'allow_future_features': False, 'allow_weight_change': False, 'rebalance': 'W-FRI', 'momentum_window': 20, 'volatility_penalty': 0.25, 'top_k': 4, 'threshold': -999.0, 'policy_risk_rule': 'none'}",0.8620886766346314,0.10314254822908997,0.8112415696360473,-0.14581176193784995,0.7073678203892284,0.9627844741204886,0.15538847117794485,0.124,0.0,True,0.0,1596.0,-0.10074441457970207,-0.04905549447359703,-0.23849353868610287,-0.2521858834135582,-0.19452117545037684,-0.35310977684417916,0.15601503759398497,0.041499999999999995,0,True,0,532,True
