comparison,metric,mean_diff,ci_low,ci_high,n_pairs,block_size
TASE Typed Portfolio Harness Reconstruction - Random Legal Harness Patch,optimizer_recovery_success_rate,0.0,0.0,0.0,7,5
TASE Typed Portfolio Harness Reconstruction - Random Legal Harness Patch,turnover_adjusted_net_return,-0.0030728844393261997,-0.006145768878652401,0.0,7,5
TASE Typed Portfolio Harness Reconstruction - Random Legal Harness Patch,locked_cumulative_return,-0.0030798224073017577,-0.006159644814603515,0.0,7,5
TASE Typed Portfolio Harness Reconstruction - Random Legal Harness Patch,locked_sharpe,-0.08156315237387245,-0.16312630474774487,0.0,7,5
TASE Typed Portfolio Harness Reconstruction - Risk Parity Fixed Portfolio,cvar_95,-0.004888300171705563,-0.0057740243549046005,-0.004002575988506526,7,5
TASE Typed Portfolio Harness Reconstruction - Risk Parity Fixed Portfolio,drawdown_duration,-6.571428571428571,-18.428571428571427,5.285714285714286,7,5
TASE Typed Portfolio Harness Reconstruction - Risk Parity Fixed Portfolio,turnover,0.07013459212423719,0.06963286851908573,0.07063631572938864,7,5
TASE Typed Portfolio Harness Reconstruction - Risk Parity Fixed Portfolio,transaction_cost_paid,0.005903049882816292,0.004472860141337873,0.007333239624294709,7,5
TASE Typed Portfolio Harness Reconstruction - Risk Parity Fixed Portfolio,constraint_violation_severity,-0.00018604279639772105,-0.00025939222443896025,-0.00011269336835648187,7,5
TASE Typed Portfolio Harness Reconstruction - Risk Parity Fixed Portfolio,optimizer_recovery_success_rate,0.0,0.0,0.0,7,5
TASE Typed Portfolio Harness Reconstruction - Risk Parity Fixed Portfolio,turnover_adjusted_net_return,-0.028558576038025196,-0.0435736810173449,-0.013543471058705502,7,5
TASE Typed Portfolio Harness Reconstruction - Risk Parity Fixed Portfolio,locked_cumulative_return,-0.022655526155208907,-0.036737476813658056,-0.00857357549675976,7,5
TASE Typed Portfolio Harness Reconstruction - Risk Parity Fixed Portfolio,locked_sharpe,-0.36116966558623365,-0.4344565932721926,-0.2878827379002747,7,5
TASE Typed Portfolio Harness Reconstruction - Equal Weight ETF Portfolio,cvar_95,3.71209098204827e-05,-0.0003964864385081296,0.000470728258149095,7,5
TASE Typed Portfolio Harness Reconstruction - Equal Weight ETF Portfolio,drawdown_duration,-6.571428571428571,-18.571428571428573,5.428571428571429,7,5
TASE Typed Portfolio Harness Reconstruction - Equal Weight ETF Portfolio,turnover,0.07013459212423719,0.06963286851908573,0.07063631572938864,7,5
TASE Typed Portfolio Harness Reconstruction - Equal Weight ETF Portfolio,transaction_cost_paid,0.00590304988281629,0.004472860141337872,0.007333239624294706,7,5
TASE Typed Portfolio Harness Reconstruction - Equal Weight ETF Portfolio,constraint_violation_severity,-0.00018604279639772192,-0.0002593922244389611,-0.00010655760408353487,7,5
TASE Typed Portfolio Harness Reconstruction - Equal Weight ETF Portfolio,optimizer_recovery_success_rate,0.0,0.0,0.0,7,5
TASE Typed Portfolio Harness Reconstruction - Equal Weight ETF Portfolio,turnover_adjusted_net_return,-0.03202428805896222,-0.03761872299553357,-0.026429853122390875,7,5
TASE Typed Portfolio Harness Reconstruction - Equal Weight ETF Portfolio,locked_cumulative_return,-0.02612123817614593,-0.031188608827035145,-0.021015578605528214,7,5
TASE Typed Portfolio Harness Reconstruction - Equal Weight ETF Portfolio,locked_sharpe,-0.4507075853450001,-0.5387174242810855,-0.36269774640891483,7,5
